,userID,tag,content,date,year,label
6044,hanbingsiji,→,塔綠班黨媒,12/27, 2022,0
6045,t81511270,推,靠北 不是說起霧  好天氣羨慕噓,09/08, 2022,0
6046,syuan00000,推,推 主持人 主持的很好啊 讚,09/22, 2014,0
6047,WeiMinChen,→,我認識一個全身肌肉結果被一個瘦皮猴,03/02,2022,2
6048,JayceYen,推,死肥豬,11/02,2021,1
6049,hyperdunk,推,不挑的話 龍妹你可以嗎？,08/23,2022,1
6050,keygo,推,辛基肥婆老女人,09/22,2022,1
6051,guolong,噓,肥婆太胖中風的危機？,12/24,2021,1
6052,twconsensus,推,"感謝鄉民推薦,本覺醒公民剛才查了蘋果和深魚的發文",02/23, 2015,0
6053,tearness,噓,瘦皮猴89跟我說猛男？,03/04,2022,2
6054,smallGGgirl,推,瓷瓶 可能剩一半了,01/12, 2022,0
6055,waloloo,→,蛋頭博士：劇透一下，最後他死了,05/02, 2022,0
6056,ghchen1978,→,胖周瑜抄豬哥亮,12/03,2022,1
6057,superob,推,有練拳腿粗一點也是自然,12/08,2021,0
6058,sesd,推,高虹安這照片已經瘦到剩骨頭 氣色超差 慘,11/12,2022,1
6059,jaydenkoo,推,讓我想起謝欣的瘦皮猴,12/20,2021,0
6060,sobiNOva,推,第二天怎麼就沒消息了,06/02, 2022,0
6061,QQBB,噓,約砲被龍妹硬上,02/18,2022,1
6062,mijqut,噓,重點是用藥 一堆智障肥宅 胖就算了 不要連,04/15,2022,1
6063,crazycomet,推,你以為龍妹看得上你？,11/29,2022,1
6064,ji394vul3nn,推,很醜 又肥 奶又小,07/11,2022,1
6065,cool10528,推,有剛需的都買不起有差嗎？,12/13, 2021,0
6066,anshley,推,看到又肥又醜的阿宅 還不如單身,05/18,2022,1
6067,BILLYTHEKID,→,腿太粗,04/08,2022,1
6068,Boris945,→,胖得要命,06/04,2022,1
6069,jokerming847,→,龍妹2250左右就全部丟籃子等著key,07/03,2022,1
6070,kilmo,推,沒啥好笑的吧，日本一堆老頭肥肚噁男優,12/08,2021,1
6071,Usayhiisayha,噓,胖子 死肥豬,06/26,2022,1
6072,odahawk,→,原以為會是龍妹，見面才發現原來龍是我,05/25,2022,1
6073,citizen5566,推,五樓被肥肚甲肛,08/10,2022,1
6074,a58805082,推,肥婆型航母,06/02,2022,1
6075,hiphopmei,噓,奶大都死肥豬啊==不然就是乳暈跟拳頭一,10/15,2021,1
6076,garry0403,→,只有10分吧 醜加異味加肥胖那種,09/16,2021,1
6077,SkyShih,→,小腿粗,11/13,2022,2
6078,justeit,→,民進黨真的沒救了,12/01, 2021,0
6079,xsexyx,推,死肥豬,04/24,2022,1
6080,damingli90,噓,正妹穿就算了，一堆醜妹肥妹也這樣穿,06/05,2022,1
6081,freeman18,噓,見醜肥婆必噓,02/25,2021,1
6082,NiMaDerB,推,喜歡戶外的不是歐巴桑就是不愛化妝龍妹,10/06,2022,1
6083,HuangJC,→,一定不帥或太醜，才連性伴侶都沒有,11/08, 2022,0
6084,nega883100,推,腿太粗了吧,07/20,2022,1
6085,coffee112,推,他的小編 到底 XD,07/27, 2022,0
6086,GOD5566,→,黑道基層都瘦皮猴 警察基層胖嘟嘟 出來,06/01,2022,3
6087,ASUSboy,→,不知道  反正約出來八成也是隻瘦皮猴,08/29,2022,2
6088,psykl,→,朋友說 滿天 肥貓老屁股 ，這是啥意思？,06/17,2022,0
6089,euudknrs,→,台灣人最失敗的是沒實驗精神，失敗了又,08/16, 2019,0
6090,any1206,→,又擠又貴又沒有乾淨廁所還沒有冷氣吹，,09/14, 2022,0
6091,wowilan,推,做醫護之前不就知道 會很辛苦、工時長？,05/11, 2022,0
6092,hachayu,噓,有嗎XD,01/31, 2022,0
6093,pttboy99,推,以前國小可愛漂亮的長大一堆都變龍妹==,05/05,2022,1
6094,jab,推,嬰兒肥跟肚子肥要怎麼選,09/28,2022,0
6095,eateate04,推,世界不是只有日本,09/23, 2022,0
6096,REMEMBERYAU,推,找公關公司帶創造新話題帶風向還比,11/11, 2021,0
6097,silencepap,推,掌控權利的表現就是吃一堆虎背熊腰粗,11/03,2021,1
6098,x7834210,推,醜 肥 窮,10/11,2021,1
6099,ipmen,推,胖龍妹多是飢渴,09/08,2021,1
6100,fony1029,推,還一直用肥肚頂人噁心死了,02/16,2022,1
6101,Ayanami5566,推,幹  太瘦了吧  非洲難民?,10/16,2022,2
6102,muzik,推,龍妹不也是一樣,02/01,2022,1
6103,z222qqq,推,開口就破功,08/03, 2022,0
6104,lunanightcat,推,叫肥宅露出醜陋的下體,04/17,2022,1
6105,rhapsody70,噓,寫18+ 害我看完整季也沒奶子,11/30,2021,0
6106,sky6969,推,低端包莖人口,06/11, 2022,0
6107,jackamei,推,看老人崩潰就是爽 嘻嘻,12/20, 2022,0
6108,oboesoul,推,幹您娘死胖子黑道,01/08,2016,1
6109,gold97972000,推,444444444444444444444444444444444444444444444444,11/25, 2018,0
6110,tw15,推,穩,05/11, 2022,0
6111,chocopoodle,推,普天同慶,02/08, 2022,0
6112,misosiru,推,早就懷疑警察會幹走遺失的錢了,01/03, 2022,0
6113,egain,推,醜的可愛胖的可愛只存在於動物 人類是沒有,10/04,2022,1
6114,peter0424,推,我公司40幾歲的都肥婆，長的慘不忍睹,01/23,2022,1
6115,graysinger,推,寶貝對不起,10/30, 2021,0
6116,js52666,推,讚,12/25, 2022,0
6117,changzon,→,金盃 鼓舞了人民 才能封神的 數據會說,12/20, 2022,0
6118,OLDBOY,推,選舉要到了，不再用認知作戰打擊異己了嗎,07/19, 2022,0
6119,zzff92,→,都地震了還在偷臭,06/20, 2022,0
6120,fellini,推,黃標最後一段寫得不錯 不該檢亂檢反而會增加風險,08/20, 2020,0
6121,windbomb,推,認真說，下個目標肯定是波海三國,02/24, 2022,0
6122,bornwinner,→,"跟他玩,肥宅嫌吉娃娃醜也不看看自己有",08/30,2022,1
6123,mark7931,推,隨後開火,02/08, 2022,0
6124,newsyho,推,肥婆加之前20年，根本行政怠惰不作為,10/14,2021,1
6125,NBC427,推,:幹,12/09, 2011,0
6126,jameswade78,噓,環保肥婆 笑死,06/28,2022,1
6127,lee7922412,推,阿航之聲又可以唱歌了,12/18, 2021,0
6128,sunsam,噓,因為沒有肥宅死胖仔的基因,12/05,2021,1
6129,zx1986,推,跟那些腆著肥肚子的狗官是不一樣的  !!!!!!!!!!!,12/15,2013,1
6130,max0928895,推,肥婆盯著你看 你就要去告她?????,07/13,2022,1
6131,sellgd,→,龍妹的皮膚脫落的角質,06/13,2022,1
6132,JAvLEMcGeE,噓,八卦4%肥宅真可憐 自己醜吃不到 亂酸,03/28,2022,1
6133,fatoil27,推,民進黨騙沒有判斷能力的學生,09/17, 2022,0
6134,aqsss,噓,歐米龍妹妹:,05/26,2022,0
6135,akko76815,→,市長：沒空，沒看到我在吃飯？,10/30, 2020,0
6136,preisner,→,學五樓直接肛就對了,11/30, 2021,0
6137,asters,推,沒奶子也想,09/15,2022,2
6138,taimu,→,看回文 看來你對蟑螂 還滿了解的,11/02, 2015,0
6139,ElrosHsun,噓,肥肚藥仔,11/11,2022,1
6140,Yan5566,推,8+9嚮往身材 嘻嘻,08/30,2021,2
6141,IntoHebe,→,理性 = 現實 矮窮醜 黃人 肥宅 鄧家華,12/20,2021,1
6142,chinnez,推,那個肥肚  讚讚,10/10,2021,0
6143,k012727,推,薩&薩剃娜,04/11, 2022,0
6144,Dragonz,噓,你是肥婆看上癮吧,03/21,2022,1
6145,jeff1008,噓,肥婆,03/12,2022,1
6146,Csy065,推,檢舉亂丟垃圾,06/27, 2022,0
6147,Forcast,→,沒他路披,07/14, 2022,0
6148,swimbert,推,大腿不粗，小腿可能是遺傳加上她踮腳用,09/10,2021,0
6149,citizen5566,→,？,06/29, 2022,0
6150,stock168,推,肥豬很幹，機師不是雙北人,09/04,2021,1
6151,Ghostchaos,推,黑絲龍妹吧,11/01,2022,1
6152,andy6805,→,脂肪奶手感很差好嗎，跟肥宅肚八成像,07/28,2022,1
6153,qa1122z,推,八成龍妹，嘔嘔嘔嘔嘔,08/10,2022,1
6154,jfriendtw,推,還有一本垃圾論文封存30年,09/02, 2022,0
6155,woodsaxo,推,感覺是私人的，有企業的標誌,10/16, 2022,0
6156,waitan,→,拿,03/14, 2022,0
6157,Sugimoto5566,→,肥宅長太醜被查->合理,10/26,2021,1
6158,GimO,推,有個女人願意辛苦懷胎十月 變胖變醜 只為了,09/25,2021,0
6159,Arpia,推,是嘛中共沒問題？只有民進黨有問題啊！,05/22, 2022,0
6160,wulaw5566,推,盧秀燕好歹出來震怒吧,11/09, 2021,0
6161,johtom811113,推,:推阿,01/01, 2014,0
6162,gogoe04,推,4死1傷可教化,07/14, 2022,0
6163,havochuman,推,我們買到了,11/23, 2021,0
6164,tostcamp,推,太沒品了吧！台灣人賣台灣人，而且竟然,07/29, 2022,0
6165,fup6456,→,肥肚你也有 財產差很多= =,07/22,2022,1
6166,aa7520tw,推,這種腿幹起來才爽，不像鳥仔腳，都撞骨,09/10,2021,2
6167,jason1900,噓,法官有幾勝？,09/02, 2022,0
6168,unclefucka,→,口的量。發言人原住民大概不屑得很。,01/12, 2023,0
6169,ikr3699654,→,003生第一胎前很瘦 就沒奶版貝莉莓吧,10/20,2021,0
6170,Raphael7725,推,沒寫縣市塔綠班不知道要怎麼做,06/24, 2022,0
6171,firemm666,推,腿有粗,02/20,2022,1
6172,hipab,→,怕你不夠肥ㄚ，放心啦跟美國肥宅比起來你,12/28, 2021,0
6173,linein,→,這個id好眼熟，書唸畢業了嗎,11/07, 2015,0
6174,rindesu,推,肥婆死gay啊,09/23,2022,1
6175,bizer,→,夠扯,10/16, 2022,0
6176,taifenye,推,腿太粗,12/07,2021,1
6177,a1119151,推,沒奶 滾,08/08,2022,2
6178,chloeslover,推,ㄏ，一堆慣腦板,07/25, 2015,0
6179,P00832129,噓,這種體重在八卦版是紙片人等級,11/15,2021,2
6180,kennyhen,推,媽的比金小胖還瘋,02/27,2022,0
6181,jackycheny,推,矮醜窮肥宅男沒人管，反正會被天擇,10/16,2021,1
6182,wumins,→,反觀吹哨者BUMP目前正遭受民進黨追殺迫害,08/18, 2022,0
6183,qnonp2012,→, 但是藥物副作用會讓人變胖 還是很醜,04/05,2022,0
6184,tomdeng,噓,動植物也是物品 誰跟你說生命的相對是物,01/26, 2022,0
6185,easonli000,→,可愛,12/22, 2021,0
6186,chocopoodle,推,在家指指點點的肥肚肥宅比較噁心,06/17,2022,1
6187,YALEMY,→,幹嘛,03/20, 2022,0
6188,WWIII,推,應該都是肥婆 醜的才會覺得全世界都欠他,10/04,2021,1
6189,dong80,→,A片找醜禿肥不是帶入感 是羞辱感,11/07,2021,1
6190,kinve1014,噓,沒和解也能輕判  說個笑話 台灣法律,03/29, 2022,0
6191,gen567,推,因為牙匠 只是類醫師,05/20, 2022,0
6192,BlueBird5566,→,衣服帶出去繞一圈再帶回來 ZZZZZZ,01/01, 2023,0
6193,z5536987123,噓,漚嘔嘔嘔嘔 這肥宅手臂 一堆脂肪,11/25,2021,1
6194,sky22485816,推,風險與時機，時機過了能力再優秀成,11/21, 2022,0
6195,andytaso,→,算了 摸沒奶子不如摸我自己,10/25,2022,2
6196,Gsanz,推,三隻噁心肥婆,11/16,2021,1
6197,s6525480,→,*未必愛停,05/20, 2022,0
6198,Noobungas,噓,沒正妹幫生孩子，一定要娶龍妹？,12/09,2021,1
6199,GGrunrundela,噓,偶爾問一下醜男又沒奶 幹麼胸口刺青,03/19,2022,0
6200,kcclasaki,推,這張不是龍妹 可以放心點開來 我以我死,01/02,2022,1
6201,azeroth,→,這腿太粗會很醜Q_Q,06/01,2022,1
6202,ideallife,推,春麗這腿也粗的太醜了吧,08/26,2022,2
6203,klayjohnson,推,醜又胖就是種罪,11/30,2021,1
6204,eddisontw,推,摔角手哪來的肥肚 那是相撲手吧,10/07,2022,1
6205,kcclasaki,推,聽到長高長胖就想罵馬的智障,10/09,2021,1
6206,OPPAISuki,推,太瘦 沒奶 但很正,11/12,2021,2
6207,kumalan0,→,想當初高雄負債多少…肥婆菊當市長的時,12/01,2021,1
6208,tamama000,噓,謝謝你的意見,05/17, 2022,0
6209,MarcPolo,→,因為他喜歡龍妹,04/23,2022,1
6210,derrick1220,噓,你各位很窮很肥又很醜,09/04,2021,1
6211,laplacian,噓,下一篇：最愛貼肥婆圖的都是哪種人,06/04,2022,1
6212,Andy5566,噓,:慘....怎麼不是塑化劑大師？,05/21, 2012,0
6213,jei01,推,肥宅想一輩子戴口罩，一罩遮十醜,02/21,2022,1
6214,aben15,→,那你待在這邊幹嘛？,11/27, 2021,0
6215,Kidmo,推,有競爭對消費者是好事==,11/08, 2021,0
6216,Finarfin,推,:推　而且女生真的長的很像洋娃娃　很漂亮,03/10,,0
6217,wds824,→,阿？實話還不能說喔？胖就是噁心還怕人講,06/11,2022,1
6218,s0914714,推,北七,08/10, 2022,0
6219,RRADA,推,因為他是實際身處其中逃出來的人啊  懂嗎?,05/04, 2022,0
6220,briareus,推,滯台五毛：都沒住台灣慘,04/17, 2022,0
6221,ausstin,推,一個醜一個沒奶 寧可沒奶,12/10,2021,2
6222,x7834210,→,礦工地,01/11, 2022,0
6223,sinohara,→,阿妹你看更危險不是,01/18, 2022,0
6224,zoin,→,為官四大明槍、四大暗箭,01/21, 2022,0
6225,leon771170,→,龍妹請放生,10/23,2021,1
6226,Josephlinnn,推,這裡不知道多少油頭肥宅在酸人醜 好,01/17,2022,1
6227,s9234032,推,合肥太醜,06/24,2022,0
6228,aa2425,→,肥菊是內 外皆醜 是悲哀中的悲哀,02/21,2022,1
6229,bingreen,推,這腿好粗呀= =瘦又大奶小隻馬不好嗎？！,08/09,2022,1
6230,widec,→,民進黨政府就不准你檢舉了 奈何,05/20, 2022,0
6231,noah23,→,垃圾低能死胖呆到底在衝三小,01/22,2022,1
6232,knives,→,會因為nn8擴大差距(可能吧),11/27, 2022,0
6233,ao5566,→,待退就是封印解除 還敢惹啊~,09/07, 2022,0
6234,Cain053,推,a大說的是 所以你各位肥宅肚子的肥油在,09/03,2022,1
6235,milkBK,推,請不要圖利龍妹,05/11,2022,1
6236,aaaRengar,→,豪豪笑 蜥蜴人,01/11, 2023,0
6237,yuzukeykusa,→,肥的跟醜的比較機，其他就比男的正常,08/07,2022,1
6238,b0204888100,推,死肥婆 直接槍斃好嗎,11/23,2022,1
6239,pikachew,推,想收保護費吧？,10/09, 2022,0
6240,kcclasaki,推,17公分吧 至少我遇過幾個年薪百萬的 但,10/14, 2022,0
6241,ayasesayuki,→,克腿很粗= =,09/04,2022,1
6242,Ericz7000,推,20年後進NBA賺爆,11/11, 2022,0
6243,mmx3259,推,胖又醜 又愛作怪,06/09,2022,1
6244,qaz12453,→,如果店員是肥宅龍妹我就會用,02/12,2022,1
6245,SFGiants,推,美利堅合眾國,05/08, 2022,0
6246,wsxwsx77889,推,又矮又胖我原諒了,03/10,2022,1
6247,showdoggy,→,可能想拱下一個妹仔  雞龍妹 嘻嘻,10/07,2021,1
6248,pandp,→,印度應該是抗體率超高的國家,11/21, 2021,0
6249,pkpkpk3426,噓,沒錯 處男都喜歡大奶龍妹啊,10/09,2022,1
6250,RiverMan1,推,自證「 又胖又醜」,08/29,2022,1
6251,w610328,推,笑死 一堆肥宅只看體重就說別人胖,09/14,2021,0
6252,Dragonz,噓,肥婆必噓,03/17,2022,1
6253,x7834210,推,摔角手做的基礎訓練 可不是瘦皮猴玩的起,04/05,2022,2
6254,rayisgreat,推,我是很期待2天後八卦崩潰哈哈,11/24, 2022,0
6255,clone29,推,台大沒法律系所？這麼讓人掄著打,08/17, 2022,0
6256,ImBBCALL,推,他都說自己很醜很肥了,08/29,2022,1
6257,WeGoStyle,推,妹子的大腿好粗,09/20,2022,1
6258,imhanhan,→,100%,08/31, 2022,0
6259,LuMya,推,素質差的早就辦轉學了吧== 就算考上醫學系,01/05, 2022,0
6260,we147121,→,選舉還是翻車,08/19, 2022,0
6261,new71050,→,塔綠班會說造神,07/23, 2022,0
6262,Benbenyale,推,肥宅is胖猴,11/29,2021,1
6263,derrick1220,→,我認識個女鄉民有玩 但4肥婆,10/03,2021,1
6264,eririlover,→,一定是Twitter龍妹,08/17,2022,1
6265,nikewang,→,這隻臭神豬有夠噁心 怎不去死一死?,10/30,2021,1
6266,charlie83,推,shake shack才真的讚,08/16, 2022,0
6267,light20735,推,歐盟每個都想當老大然後不付出,03/08, 2022,0
6268,DanJill,推,兇兇肥婆,11/23,2022,1
6269,alex00089,→,俱樂部,03/27, 2022,0
6270,eatyourshit,噓,肥婆,11/20,2021,1
6271,sonyabear,推,希望他們一起沉，哈哈哈哈哈,07/29, 2022,0
6272,k33536,→,推特不少 但是時間都很短,12/23, 2021,0
6273,turbomons,→,變放行 難道真的是看郭董台積電慈濟的,09/12, 2022,0
6274,AioTakumi,推,不知道裝置藝術多貴嗎？看看肥婆時期,10/14,2022,1
6275,qwesazx,推,zara 歧視矮子 UQ騎士胖子qq,10/21,2022,1
6276,koromo1991,→,這哪算醜 演龍妹那部才醜,10/02,2021,1
6277,CODDDD,→,可能多出一倍,08/19, 2022,0
6278,wiesley1029,→,死肥豬,09/13,2022,1
6279,WWIII,推,長得醜就存錢整形吧 至少不胖,02/13,2022,1
6280,sm3bp078,→,相比企鵝妹的騎士 得到了啥  可悲哈哈,11/13, 2022,0
6281,jump693,→,心機肥婆只能酸R,09/25,2021,1
6282,etiennechiu,→,上面這張肥肚男，就是適合演肥宅啊,01/02,2022,1
6283,love0504,噓,沒奶 滾,12/27,2021,2
6284,ben31301,推,余要一刀殺進去了嗎?,07/27, 2022,0
6285,pinkidd,推,空空流太中二了讓給你，我比較喜歡烏龍妹,01/14,2022,0
6286,Warheart,推,台女沒奶沒屁股沒腿還會下套設陷阱 聰明,07/15,2022,2
6287,john43,→,旁邊那瘦皮猴比較搶眼,10/05,2021,2
6288,Syoshinsya,→,訊，所以林沈慧虹真的高枕無憂？,11/09, 2022,0
6289,Anvec,→,挑撥離間 嘲諷漫罵 製造更多問題,12/19, 2021,0
6290,peanutboy,→,散,10/30, 2022,0
6291,mow1982,→,======== 現行犯:俺是學生勒 警察打人阿  台灣有自己玩法,07/24, 2015,0
6292,AUwalker,→,民進黨那個政二代學店肥婆都能扮明日香,08/27,2022,1
6293,ARCHER2234,→,柯粉和愛支急著把你噓下去耶,04/09, 2020,0
6294,hirobumi,→,不選人也沒說錯啊,11/28, 2022,0
6295,waijr,→,廢物死胖子,10/29,2021,1
6296,XristianBale,推,正妹加分，龍妹請別穿無袖謝謝,03/21,2022,1
6297,vicious666,→,了,04/07, 2022,0
6298,newqazwsx,推,It,05/16, 2022,0
6299,sanxiao,推,正妹客氣了應該的  若是龍妹直覺派和尚上,02/14,2022,1
6300,andy199113,→,一定是醜女 暴牙肥油,11/07,2021,1
6301,jayouch,推,胖的gay叫熊族，不是豬族，幫正名一下。,10/03,2022,1
6302,nissyyoyo,推,我家已經掃一星期了 還要繼續 好累…,01/27, 2022,0
6303,xetherz3,噓,龍妹業配文嘔嘔嘔嘔,10/10,2021,1
6304,snow3804,→,甲魚,01/12, 2023,0
6305,IfIcouldfly,推,可是我路過拉麵店，看外面排隊的人，,03/05, 2022,0
6306,kl2991,推,蔡母狗和陳肥婆會進土城蹲吧,12/06,2021,1
6307,samuelass,噓,老妹沒臉沒奶 唱歌又沒技巧難聽 只剩舔,09/18,2022,2
6308,z2973457,噓,統粉請滾回統版自嗨 捧個油膩肥豬智障,10/09,2021,1
6309,andytaso,→,爸爸又沒奶子也沒新媽媽的奶子,07/25,2022,1
6310,AZTEC,→,查的也沒有苗博雅團隊多,06/17, 2022,0
6311,Feynman5566,→,台灣人腿粗有什麼好練,11/01,2021,1
6312,cloudyoyo,噓,台派真的很可悲…,05/10, 2022,0
6313,post91,→,麼事都先怪東怪西就是不怪自己，好喔,08/16, 2022,0
6314,jma306,→, 水手和鳥仔腳  比較有記憶,07/04,2022,2
6315,wallace1202,噓,媽的肥肥胖胖逃兵仔 被打臉去吃屎吧,11/01,2021,1
6316,iLeyaSin365,推,加上外表 不太胖 跟 不醜 吧,05/06,2022,1
6317,leonian,噓,為什麼被罷免的議員還可以有版面啊,01/25, 2022,0
6318,qwer7896587,推,腿粗穿真的會反效果,09/20,2022,1
6319,Misscat16868,噓,下體臭的肥婆和一個心機四眼仔那叫,05/28,2022,1
6320,bautz,→,肚子吃不飽，荷包瘦扁扁,09/24,2022,0
6321,fight999,推,謝郭董,12/09, 2021,0
6322,ghgn,推,女生只要不不醜不肥都馬嫁得掉,10/19,2022,1
6323,simpson083,推,龍妹會覺得自己是公主 甲歸家怪的,01/24,2022,1
6324,kawazakiz2,推,換作肥宅還是一樣叫「胖子」或「阿肥,08/12,2022,1
6325,almaa980909,→,但一棟“Architecture”才是所有人,04/02, 2022,0
6326,Henrique,噓,會卡在肥龍肚子的皺褶 手機不要了吧,11/16,2021,1
6327,JimmyBlue,→,立學校有敢明目張膽分班的嗎，頂多才,10/14, 2022,0
6328,oikts211,→,格鬥家，一個是演員。,02/14, 2022,0
6329,Lowpapa,推,原來,07/29, 2022,0
6330,heavensun,→,台男太肥又醜  要自我檢討,10/30,2022,1
6331,dollyfun,推,高調!!!,02/03, 2015,0
6332,chrispherd,推,馬的死胖子,05/23,2017,1
6333,chinnez,推,這肥腿超讚 ，不看臉的話100分,09/13,2022,0
6334,spzper,→,支持台灣學以色列男女接兵亢中保台,02/03, 2022,0
6335,gankgf,→,看是哪個肥婆,07/18,2022,1
6336,qscxz,→,可惜沒奶子,02/18,2022,2
6337,jiujiu01022,噓,這個腿粗,01/05,2021,1
6338,zixiang,推,其實一直炒民族主義在台灣會變得很可笑,02/27, 2022,0
6339,Nevhir,→,因為阿布是牛 而且他很胖,06/06,2022,1
6340,imhideji,噓,4%仔都心碎了,09/21, 2022,0
6341,crazydj,推,肥 醜 奸 都寫在臉上,08/28,2022,1
6342,yman,→,在ㄉ+9只剩會叫囂的瘦皮猴而已,09/12,2021,2
6343,a123454698,→,龍妹一樣自然，這不是台女的錯，因為,09/20,2021,1
6344,zz71,推,酸肥婆一個,07/24,2022,1
6345,wink4086,推,五樓肥宅肚子大到伏地挺身下不去,09/05,2021,1
6346,Orz9106,推,反觀,12/01, 2022,0
6347,elec1141,噓,人家有錢 你會去管你也蠻閒的,12/07, 2021,0
6348,requan,→,蠔油吃太多，肥婆先自己體內減碳啦,06/28,2022,1
6349,cactus44,推,可是距離冬天已經只剩兩個月了…,08/24, 2022,0
6350,s12108478,→,道如果得獎反而怪怪的吧,11/04, 2022,0
6351,vancepeng,推,店員會過來幫你點菜,06/21, 2022,0
6352,vovzz,推,是真的醜 小胖說的對,04/09,2022,0
6353,yellout,噓,不會罰球的肥豬笑死人,11/24,2022,1
6354,emilyrose,推,請珍惜帳號,01/21, 2016,0
6355,emega,→,那是正妹的特權 恐龍妹你看有這種福利嗎?,07/25,2022,1
6356,doro0202,推,你怎不想想 就是因為你都看龍妹愛看龍妹,08/30,2022,1
6357,leaveleft,推,死忠何必騙死忠呢？牙醫可是高級死忠,04/08, 2022,0
6358,CPer,→,運用媒體加黨的聲量來跟網路上幾個人比 太噁,04/26, 2022,0
6359,cs09312,→,跟肥宅一樣阿 沒人看長得醜也沒關係,09/30,2021,1
6360,ihavejason,推,喔喔 三民自喔 略,09/06, 2022,0
6361,KIKK,→,真人版柯南…,11/06, 2021,0
6362,GooglePlus,推,可憐哪,07/28, 2022,0
6363,gxlin,推,已經肥了再加個眼鏡奇醜無比 在台灣普遍,09/02,2022,1
6364,littlebonnie,→,肥婆又來了喔,09/24,2022,1
6365,dbdudsorj,推,上面一堆鍵盤...是要怎麼跑？方圓百里,05/23, 2022,0
6366,a27588679,噓,應該有被刷龜頭屁眼吧 才會想跑,05/25, 2022,0
6367,lupin2401,推,真的阿 奶大龍妹很多,03/17,2022,1
6368,asas1asas200,推,醜女肥龍在那邊眼紅 真好笑,03/13,2022,1
6369,semicoma,推,靠腰啊 基哥有固定女友啊,11/27, 2021,0
6370,scott0104,→,瘦巴巴的老爺一起走啊,11/16,2022,2
6371,robotcl,→,附上我的甜不辣手指,09/15,2022,4
6372,srasn,噓,一群醜噁肥宅在評論別人外表,11/19,2021,1
6373,bluesky2,→,最後等美軍來救我,12/27, 2022,0
6374,lemon81824,→,國家級賄選,11/24, 2022,0
6375,Ganer,→,可以啊 老的肥的醜的回收,09/06,2021,1
6376,xman262,噓,想抽就抽管你屁事 喔對了我沒抽菸,11/13, 2021,0
6377,takechance,→,結衣沒奶 沒有性慾,10/29,2021,2
6378,Leo4891,推,口罩是肥宅救星好嗎  把醜臉遮住,09/07,2022,1
6379,guhong,推,嘔嘔嘔嘔嘔嘔,12/08, 2022,0
6380,perasa,噓,肥豬燦是死哪去了，不用出來解釋一下嗎,08/31,2022,1
6381,searchmark,噓,交沒人想幹的普下龍妹不就好了,05/08,2022,1
6382,c4658860,→,台灣女生可以笑男生肥、醜，卻不能接受,05/26,2022,1
6383,walife,→,賴最近到處開金口  蠻屌的,10/03, 2022,0
6384,adam00021,推,社會總是會有各種不同的需求，分區分流,06/22, 2022,0
6385,Hohenzollern,→,肥豬叫傳播妹一起吸毒開趴害死人,09/27,2021,1
6386,p3295153,推,學歷跟選市長沒有關係 不要退喔,08/12, 2022,0
6387,sakaizawa,推,左邊很像蟋蟀 右邊超像10元耶 好神奇,08/08, 2022,0
6388,zukidelko,→,500萬 88,08/18, 2022,0
6389,SkyShih,→,腿粗嘴賤下等女人,11/25,2021,1
6390,neilisme,推,一天只吃300會瘦成皮包骨吧,10/31,2022,2
6391,yulis,→,先減肥吧肥婆,03/28,2022,1
6392,giggleboy,推,意思是你比地中海肥宅還醜？,11/16,2021,1
6393,greensaru,推,嘻嘻，一代一代,11/13, 2022,0
6394,amadishero,推,以下開放龍妹報名--------------,12/18,2021,1
6395,sheagia,→,一堆下半身肥胖豬跟風 噁心死,02/11,2022,1
6396,fuckggrun,→,沒奶子就乖乖付錢啊,05/08,2022,2
6397,air1007,→,的是反觀,12/21, 2021,0
6398,omfg5487,推,窮 醜 肥,09/18,2021,1
6399,perfect1030,→,得黑人問號，同事一堆歪妹醜女肥婆,09/27,2021,1
6400,AFISH111,→,應該是美魔女  醜肥婆的話誰管你,09/10,2021,1
6401,smallsmile,推,來,08/25, 2015,0
6402,gyaoqwas,噓,從政的哪個不是文組 幹嘛忘自肥婆,06/11,2022,1
6403,Curtis2009,推,這篇真的很好抓網軍,12/03, 2019,0
6404,mvpdirk712,推,CL不是醜，是爆肥XD,09/20,2021,1
6405,ai8051,→,"他是戰略考量,用潛廷去鎖英國等自爆再攻",02/24, 2022,0
6406,oollooll,→,續在對岸賺錢吧 讓他落選,11/03, 2022,0
6407,JamesChen,→,料可以錄取的事情基本不存在,04/15, 2022,0
6408,bill403777,推,龍妹又機掰的話可能直接被打死,11/11,2021,1
6409,junderwu,→,台灣人就該讓美國人刻,01/09, 2023,0
6410,cpblgogogo,噓,死肥婆 胖就算了 還沒腦,11/19,2022,1
6411,Ashuya,噓,瘦皮猴吧健身,09/25,2022,2
6412,sheep922420,推,拉麵就一堆澱粉+油  吃完變肥豬,11/16,2022,1
6413,ppptttqaz,推,原來 我還以為又發車了,05/10, 2022,0
6414,GGrunrundela,噓,龍妹 不然就不會這種下場惹,10/28,2021,1
6415,thomasgili,推,什麼典範,10/02, 2022,0
6416,GOD5566,→,沒奶子學什麼音樂 pan的啟示還不夠嗎,09/04,2021,2
6417,gn7722,→,遇到要我投誰投誰的一律封鎖刪除,11/19, 2022,0
6418,bra6617,→,認真嗎?新竹一堆胖龍妹..,08/26,2021,1
6419,lp1417,→,裡面一堆鹹蛋超人 就是主打小孩子百貨啊,05/04, 2022,0
