,userID,tag,content,date,year,label
733,charlie123qq,推,哪有三色豆阿 只有玉米紅蘿蔔吧,12/25,2022.0,0
734,EeePC901,推,又胖又醜 也能約12個 厲害,12/15,2021.0,1
735,a900632000,→,難怪當初跳槽去神豬那邊死也不下台,09/30,2014.0,1
736,sonyabear,推,扁奶台女不敢啦,03/07,2022.0,2
737,sushi11,推,老闆親信一定是男的,12/16,2021.0,0
738,amury,→,而且俄軍俘虜除了軍官，每個都瘦巴巴...,09/23,2022.0,0
739,lichingJHIN,噓,有一個龍妹,07/26,2022.0,1
740,fanix21,推,高瘦到剩骨頭,11/12,2022.0,2
741,Lans1002,噓,難道你想娶龍妹？,09/12,2021.0,1
742,HinaGikuYanG,推,朝鮮路人扁臉扁奶只有醜,06/06,2022.0,2
743,hiojvd,→,性別比例 龍妹到烏克蘭就沒市場啦,07/30,2022.0,1
744,megalink,噓,看到短腿易胖全身都醫美的也很不適,07/08,2022.0,1
745,doveplus,→,動漫肥宅才會幻想瘦皮猴打得過壯碩大漢,10/05,2022.0,2
746,q22w,推,+9有身材= =？ 我怎看都是一堆瘦皮猴,06/04,2022.0,2
747,danielpupu20,→,世界杯是因為程度好才好看。如果程,11/25,2022.0,0
748,Bombardier,→,點，這咖打這個只會死的更難看吧。,06/20,2022.0,0
749,may12301,→,龍妹也是來詐騙的,11/29,2022.0,1
750,samuelass,噓,老妹沒臉沒奶 唱歌又沒技巧難聽 只剩舔,09/18,2022.0,2
751,kint567,推,b17轟炸～血流成河,03/20,2022.0,0
752,jeff45,推,我路上看到醜妹肥妹心裏不舒服，但我也沒,06/24,2022.0,1
753,FATBOYSLIM,→,串起來可是一大串呢,10/07,2014.0,0
754,maousama,推,肥肚肚讚,06/12,2022.0,0
755,Shadouie,→,歉 直接刪畫面烙跑,11/03,2022.0,0
756,gogoe04,推,4死1傷可教化,07/14,2022.0,0
757,WhiteWhale,→,可是他又矮又胖痘痘又多,09/15,2021.0,1
758,Dragonz,→,惡魔旅館的最愛的肥婆,11/12,2022.0,1
759,k1400,→,超模一定竹竿身材啦,09/28,2021.0,2
760,hmt17,推,綠委:823是國共內戰 干台灣屁事,08/23,2022.0,0
761,mirac1e,噓,綠畜女神五短水桶腰修圖普妹你敢嘴,12/02,2021.0,1
762,rasen9,噓,日本受薪階級就是韭菜 官員才懶得鳥,09/01,2022.0,0
763,AKAHOSHI,噓,ptt肥宅腿短身材差 根本不會買,09/17,2021.0,1
764,clone29,噓,胖子滾吧，噁心哪,10/26,2022.0,1
765,vintage0224,推,16歲先去健身啦 瘦皮猴,06/13,2022.0,2
766,ev331,→,外勞很有錢的一堆月薪都五六萬 一間三房可,12/10,2022.0,0
767,Yan5566,推,8+9嚮往身材 嘻嘻,08/30,2021.0,2
768,leinru,推,暖,04/05,2022.0,0
769,Sam717,噓,死肥婆投胎比較快啦,05/09,2022.0,1
770,firemothra,推,經濟綠怎麼辦,12/20,2021.0,0
771,bairn,噓,他之前跟Roy Jones打的那場比老梅對朝倉跟,09/26,2022.0,0
772,ryusumo,噓,:VM,09/12,2012.0,0
773,Lenney33,噓,肥婆下去,06/17,2022.0,2
774,pinkg023,→,不能要求好好住，只能拜拜希望隔壁不要,08/15,2022.0,0
775,sowhysowhat,推,七年級現在都肥肚油宅 跑不動啦,03/02,2022.0,1
776,srxteam0935,推,他以為大家都跟暈船肥豬一樣好騙嗎,01/16,2022.0,1
777,winterrainn,推,菁英中心  不收....,01/04,2022.0,0
778,roger810605,推,厲害了我的黨,12/21,2022.0,0
779,amare1015,噓,完全不想 鳥仔腳太細了,04/27,2022.0,2
780,pkajames,推,肥宅悲歌 人醜即騷擾 你各位出門小心呀,11/19,2021.0,1
781,Gentile,推,鳥仔腿超難看,07/10,2022.0,2
782,cookiecloud,推,奶子就是要越大愈好，扁奶滾啦幹,05/27,2022.0,2
783,zxc2331189,推,那肥宅肚子也太大,02/15,2022.0,1
784,gaygay5566,噓,肥宅都是買2L起跳的胖胖瓶,06/04,2022.0,1
785,asdf70044,推,就眼鏡肥醜宅跟8+9刺青瘦皮猴阿,07/31,2022.0,2
786,newsyho,→,看來肥婆很不滿自己桌上髒髒的,10/28,2022.0,1
787,cs09312,噓,一堆肥婆套個皮就一堆啊宅看 可憐,06/13,2022.0,1
788,gaiaesque,噓,恐怖圖片什麼時候要桶???,03/02,2017.0,0
789,cookiecloud,噓,全都扁奶滾啦幹,04/15,2022.0,2
790,skygray2,噓,你不是自介過自己又胖又醜的嗎XD,08/29,2022.0,1
791,Joey1999,→,有市場，反觀男肥宅矮醜肥基本沒救,12/28,2021.0,1
792,ccjh30129m1,推,快笑死，這個也可以蹭,01/21,2022.0,0
793,bearking2,推,台噁男只剩張嘴別侮辱有核彈的小胖好嗎,08/03,2022.0,1
794,ASUSboy,→,不知道  反正約出來八成也是隻瘦皮猴,08/29,2022.0,2
795,gw00086,→,下來一個瘦皮猴能看嗎= =,11/28,2022.0,2
796,n0su06,→,然就變水桶腰了 然後美肌開很兇,10/16,2021.0,1
797,zoids2504,推,可能恐龍法官的女兒都太醜太胖吧,12/26,2021.0,1
798,tearness,噓,三樓你還好嗎？愛滋驗了沒,04/28,2022.0,0
799,Parker08,→,噁心,11/04,2022.0,0
800,YuXun2021,→,蜂蜜芥末，完了我沒吃出辣味,01/14,2022.0,0
801,emenime,→,推崇肥肚腩了，台灣男人對於自己人真的標,09/27,2021.0,1
802,Tiphareth,→,因為藍綠自己不敢承擔責任囉~,07/13,2022.0,0
803,aJan5566,推,沒辦法就業的龍妹會抗議XD,10/12,2021.0,1
804,mido,→,去年主動收入破300,10/17,2022.0,0
805,deepdish,→,治安破口才不管法律,01/19,2022.0,0
806,asas1asas200,推,醜女肥龍在那邊眼紅 真好笑,03/13,2022.0,1
807,Creeping,→,你看了,03/30,2022.0,0
808,fight999,推,謝郭董,12/09,2021.0,0
809,maximu,推,扁奶怪,09/19,2021.0,2
810,aggressorX,→,龍妹牌,01/04,2022.0,1
811,jick156,推,看到侯友宜剩20%就知道這民調自慰用,07/19,2022.0,0
812,zzff92,→,運動很緊緻 台女的鳥仔腳怎麼能比,10/10,2022.0,2
813,gigongwen,噓,這廢文哀低怎麼又出現了,05/17,2022.0,0
814,NewPassat,推,瘦皮猴,11/04,2022.0,2
815,aa1477888,→,就是有沒有心要加緊做的問題而已,06/02,2022.0,0
816,todao,→,瘦皮猴是一件事，+9懂如何虛張聲勢,06/08,2022.0,2
817,zszsdd,→,89刺青完全沒有美感身材就算了，又喜歡整,07/31,2022.0,2
818,eddisontw,推,摔角手哪來的肥肚 那是相撲手吧,10/07,2022.0,1
819,birddirb,推,肥婆奶奶,05/20,2022.0,1
820,tuanlin,推,從政(X) 當提線人偶(O),01/04,2023.0,0
821,g8y,→,"教阿咖(鳥仔腳)加小胸,通常該有肉的地方沒肉",10/04,2021.0,2
822,shadowdio,推,粗腿屌打台灣鳥仔腳,11/25,2021.0,2
823,isare,推,宅宅 胖胖,10/02,2022.0,1
824,piece1,→,選市長大材小用..選總統撮撮有餘..,07/19,2022.0,0
825,x7834210,推,摔角手做的基礎訓練 可不是瘦皮猴玩的起,04/05,2022.0,2
826,bighorse0,推,覺得只是走了捷徑 以為自己有其他優點,06/19,2022.0,0
827,LAURANCE,推,男生說喜歡肉肉的是肚子肉還是胸部肉?,01/27,2022.0,0
828,Antia691,推,Ladies Night肥婆恐龍照樣免費 白淨甲,01/11,2022.0,1
829,misthide,推,不一定 英國流行瘦皮猴穿POLO的風格,05/12,2022.0,2
830,jacky88101,推,好舒壓 瘦皮猴砸冰箱也沒什麼力,09/05,2021.0,2
831,wtfhell,→,科科,01/29,2022.0,0
832,SHINJO575,推,清末那些瘦皮猴是要怎麼跟人打 現代國,10/15,2021.0,2
833,fantasyth,→,胖子就是腰圍粗,01/09,2022.0,1
834,ggbi4zzz,→,手指好肥,02/06,2022.0,1
835,Misscat16868,→,這些利益有利於美國的「誰」？,12/25,2022.0,0
836,lkrichard,推,今天就開始消風就不會發生3/16泡沫破裂,03/07,2022.0,0
837,cesped866,噓,屁股塌成這樣你也可以,08/12,2022.0,2
838,rko815474,推,後照鏡是噴掉嗎,11/14,2022.0,0
839,dslite,→,旗袍沒奶很醜,01/11,2022.0,2
840,GOD5566,→,沒奶子學什麼音樂 pan的啟示還不夠嗎,09/04,2021.0,2
841,Domineering,推,你家員工的舌頭真的好長喔,05/06,2021.0,0
842,trylin,→,瘦皮猴喔= =,10/20,2021.0,2
843,THEHELY,推,談戀愛呀,03/02,2022.0,0
844,zs111,推,沒繫安全帶 我只能說,11/15,2022.0,0
845,Busufu,→,這屁股沒在練 塌塌的,06/25,2019.0,2
846,Landsknecht,推,柯南王!,08/26,2022.0,0
847,puretruthson,推,跟某隻拍醜片的第一退役肥豬一樣,11/13,2021.0,1
848,galium,推,你四不四在臭誰肥婆,05/06,2022.0,1
849,DsLove710,推,很瘦很瘦 瘦骨如柴,11/23,2022.0,2
850,cck525,→,結果真正要發生戰爭的國家總統在美食展,08/22,2022.0,0
851,cheng1990,噓,完全來亂的,08/05,2022.0,0
852,suhaw,→,一分真的嫩，但要夠高級的店我才趕點,04/01,2022.0,0
853,Lalef,推,這個肥婆身上都是油，誰要,10/03,2021.0,1
854,CMPunk,→,給人一種猥褻感 在性騷擾案前我就覺得了,09/14,2022.0,0
855,ivorysoap,噓,肥婆一個,09/22,2021.0,1
856,GPX2020,推,30公分姐夫,12/18,2022.0,0
857,popopal,推,最後發現金三胖才是老大 這2個都廢物,02/27,2022.0,1
858,w610328,推,笑死 一堆肥宅只看體重就說別人胖,09/14,2021.0,0
859,minoru04,→,鳥仔腳是多會蹲,09/24,2022.0,2
860,ilovemiao,推,我懷疑你在臭,05/30,2022.0,0
861,godofaluba,推,但是就是有人就愛龍妹,09/26,2022.0,1
862,btaro,推,公關公司會沒事找事?? 嫌疑最大當然是業主,05/22,2022.0,0
863,windwardsail,噓,王別丟台灣人的臉啦，會被對岸笑耶,01/12,2022.0,0
864,Graciepores,推,還好吧，不過還好他有先亮蔡英文的卡,06/23,2022.0,0
865,allyourshit,噓,死肥婆,02/14,2022.0,1
866,JamesChan51,→,果然是大和田！,08/24,2022.0,0
867,nicbb123,噓,可惜水桶腰,08/20,2022.0,1
868,leveger0903,→,熱到頭暈 現在打開家裡的老冷氣 家,07/23,2022.0,0
869,DANANPA,→,吧！,01/02,2023.0,0
870,needmmmoney,推,這女的以為自己很勇 找了一個瘦巴巴,11/06,2021.0,2
871,sky121,噓,你覺得別人網軍 別人也覺得你才是網軍啦笑,03/15,2022.0,0
872,vancepeng,推,店員會過來幫你點菜,06/21,2022.0,0
873,coolrock,→,紙片人早就退流行了，可以選豐滿一點的,08/21,2022.0,2
874,cs09312,→,他是好壞好帥 肥宅只有好醜好肥,09/30,2021.0,1
875,spirit1280,→,0幾元報警的，那個人說不小心的,11/09,2022.0,0
876,chun10396974,→,維繫人類群體的行為就叫善，反之為,12/19,2021.0,0
877,xxx5566xxx,→,小奶肥婆去死,05/06,2022.0,1
878,Raphael7725,推,沒寫縣市塔綠班不知道要怎麼做,06/24,2022.0,0
879,enskyzuso,→,小隻馬很多過瘦通常沒奶ㄅ,02/28,2022.0,2
880,boy1031,推,肥豬婆壓死，太慘了吧,11/19,2022.0,1
881,Ho1liday,→,原來樓上喜歡幹龍妹！？,05/14,2022.0,1
882,Takhisis,→,以為龍妹不會九頭龍閃逆？,01/24,2022.0,1
883,kimicino,推,他只是變肥 沒有變醜,02/19,2022.0,1
884,hellogoodbye,推,當然重要 不然美國大選怎麼都搶搖擺,11/26,2022.0,0
885,Natsuki0409,推,:推,03/23,2014.0,0
886,zoin,→,為官四大明槍、四大暗箭,01/21,2022.0,0
887,worshipyou,→,還是職業比賽喔cc,01/06,2023.0,0
888,xian,→,到一堆沒良心發的龍妹圖,01/30,2022.0,1
889,GimO,推,矮醜窮肥台男,01/25,2022.0,1
890,godofaluba,推,愛自稱肥宅的 都是瘦皮猴,02/11,2022.0,2
891,mn435,推,矮的話容易看起來胖,08/26,2021.0,1
892,henry1234562,→,錢沾8400億 就是這樣子,11/09,2022.0,0
893,SkyShih,→,小腿粗,11/13,2022.0,2
894,sg1987,推,帥,04/21,2022.0,0
895,astrophy,推,低端瘦皮猴8+9,09/04,2021.0,2
896,mirac1e,噓,綠畜女神五短水桶腰修圖普妹你敢嘴,11/12,2021.0,2
897,gg86300,推,總統都已經說要自立自強了還期待司法？,01/23,2022.0,0
898,DragonLai,推,太中肯了 一些龍妹根本來偷看的,01/03,2016.0,1
899,YesNoter,噓,沒奶子,11/15,2021.0,2
900,art1,→,時間哪有對不起來？ XDDDDDDDDD,02/13,2022.0,0
901,grayplace,推,台大學店？,12/08,2022.0,0
902,qoojo2002,噓,美國都不戴了戴三小,06/27,2022.0,0
903,Informatik,推,+9瘦皮猴屁股沒肉 撞起來沒感覺不喜歡,06/26,2022.0,2
904,koromo1991,→,裡面混一堆瘦皮猴 怒噓,05/25,2022.0,2
905,DreamYeh,→,是80公斤恐龍妹 對象別是那種高富帥 沒,07/10,2022.0,1
906,ausstin,推,蔡英文也說沒有網軍 但.....,02/25,2022.0,0
907,joeizilla,→,飯好棒棒，我要瘦成皮包骨,06/13,2022.0,2
908,rainjuly,→,因為演化論跟第一個生命怎麼出現的沒有,11/17,2021.0,0
909,luismars,→,排骨就扣分了吧...紙片人也是OUT,12/25,2021.0,2
910,akko76815,推,大腿鬆弛屁股塌的也在那邊歐美 笑死,12/05,2021.0,1
911,kevin1221,→,只會訓練精英，不會接受扁奶怪,08/16,2022.0,2
912,time3Q,推,金魚眼的肥婆醜妹,10/09,2021.0,1
913,oXnXo,推,他腿好粗喔...對了原PO有點矮,07/18,2011.0,1
914,JayceYen,推,哪有 一堆死肥豬好嘛,05/20,2022.0,1
915,ifte94wt,噓,:初會而已就在難   洗洗睡了啦,10/07,2013.0,0
916,toshiba5566,噓,垃圾塔綠班死胖子,01/28,2022.0,1
917,qscxz,→,可惜沒奶子,02/18,2022.0,2
918,lin0919,推,別想看689 很多689都認為沒633是DDP害的,01/15,2016.0,0
919,parappa,→,紙片人,10/30,2022.0,2
920,neilisme,推,一天只吃300會瘦成皮包骨吧,10/31,2022.0,2
921,crimson11,噓,醜啊肥啊 不然你要龍妹嗎蛤？,09/05,2021.0,1
922,GGrunrundela,噓,這種都有人要 反觀龍妹 果真台女不,01/03,2022.0,1
923,musicaledio,噓,東南亞猴子身材差 打什麼籃球,09/12,2021.0,2
924,henryhao,推,沒辦法吸收？,02/23,2022.0,0
925,scott032,推,大叔肥肚集中營 年輕人是死光了喔,01/17,2022.0,1
926,avgirl,→,沒奶子就滾!,09/22,2021.0,2
927,rLks02,→,你宅在家吃那些 胖更多啦,12/29,2021.0,0
928,Pluto17,噓,這樣還不辭職 這不叫死忠什麼才是死忠？,05/07,2022.0,0
929,freedom80017,→,肥肚上,11/12,2021.0,0
930,ll1117,→,瘦皮猴說自己健康,10/15,2022.0,2
931,CNSaya,推,四川一堆斷層可以蓋？,12/26,2021.0,0
932,Agamemnonk,→,一個魯蛇在問胖子是誰,07/07,2022.0,1
933,sunskist0831,推,推 8+9猴子身材一般人單挑都屌打,11/11,2021.0,2
934,t7556281,噓,有夠瘦皮包骨,11/14,2021.0,2
935,zooeybones,→,封口夾也是愛用小物 聖誕小物也不錯,10/23,2022.0,0
936,dknymaster,→,桃乃木瘦到都看到排骨了,06/22,2022.0,0
937,Kultivient,→,台灣根本滿街扁奶 普遍到還有台女大概,03/28,2022.0,2
938,nosheep,→,有人打擊自己的嗎,11/05,2022.0,0
939,St3480,推,瘦不拉基的+9妹也在身材好？,10/04,2021.0,2
940,smithjr,推,看到肥宅跟醜男 就變貞節淑女,06/06,2022.0,1
941,ASUSboy,噓,先噓死者為大,11/08,2021.0,0
942,ianmon,推,死肥宅只能跟醜女恐龍配對，這是AI優選結,09/04,2021.0,1
943,guolong,噓,肥婆,01/02,2022.0,1
944,GGrunrundela,噓,更經典 長得醜的公主病肥龍甚至還會,02/01,2022.0,1
945,fusernn,→,事,08/31,2022.0,0
946,milk7054,推,沒奶子沒基友，過氣糞作,11/22,2021.0,0
947,andy12388756,推,好了啦龍妹,10/07,2021.0,1
948,ch333,推,笑死,07/04,2022.0,0
949,JapaZPa4867,→,屁精就是自私又噁心活該被眾人唾棄,07/23,2022.0,0
950,d06,→,滿噁的 懷孕變胖屬正常現象,06/02,2022.0,0
951,kndleo,噓,蛀牙關我屁事,12/27,2021.0,0
952,kenro,推,小龍女真的感覺瘦不拉基的,03/24,2022.0,2
953,jhihheng,→,好像長得醜 又肥,04/22,2022.0,1
954,VVizZ,→,沒奶 沒哏 沒臉,06/17,2022.0,2
955,nekoares,→,因為你放眼看去全都是瘦巴巴的傢伙啊,12/30,2021.0,2
956,gx1211343,推,4x又肥又醜 又愛亂講,07/30,2022.0,1
957,KMSNY,→,樓上 日本是日本不能比,07/08,2022.0,0
958,eypon0,推,不一定，有的沒奶也沒腦,04/05,2022.0,2
959,nmchen,推,good job,03/30,2022.0,0
960,yuzukeykusa,推,太胖了 少吃多動吧 矮已經很慘起碼要,09/15,2022.0,1
961,selfless77,噓,所以你看到路邊龍妹都想姦？,01/06,2022.0,1
962,Daedolon,推,28.7  一群瘦皮猴  嫩,08/27,2021.0,2
963,GAGA1,→,很多 台妹瘦的話 幾乎沒奶 但大多白腿細,09/02,2021.0,2
964,BaRanKa,→,這真狠這女的超瘦弱他單手掐到骨裂...,10/25,2022.0,2
965,bill403777,噓,阿圖咧 沒奶子也沒貓?,06/16,2022.0,2
966,smallfish63,噓,躺平吧 你各位下輩子投胎瞄準一點啊,12/09,2022.0,0
967,caumu,推,果然同文同種,02/26,2022.0,0
968,survivalteru,推,小馮至少外貌屌打龍妹,10/03,2021.0,1
969,CrazyStone,噓,竹竿身材打棒球是能看？,10/08,2021.0,2
970,sjclivelo,推,我還想貸40年欸 不然怎麼買得起,05/20,2022.0,0
971,EasyVinus,推,周胖子：封封封存30年他馬的,09/18,2022.0,1
972,yjchiou,噓,所以你是因為她是龍妹而喜歡上她嗎？,04/22,2022.0,1
973,azukinana,推,藍褲子瘦皮猴看起來好廢，呵呵,07/02,2022.0,2
974,mofe,→,雞蛋的替代品根本超少，肉有豬雞牛羊等,04/07,2022.0,0
975,knight76717,推,大奶的大腿偏粗事實，手不一定,09/23,2021.0,1
976,mayuyuki,→,值一次夜更 好累,02/25,2022.0,0
977,vdml,推,矮窮醜 酸肥臭宅噁,04/29,2022.0,1
978,CozyLife,→,一個瘦皮猴養肥肥的故事,03/06,2022.0,2
979,zaqimon,→,看正妹變肥婆,12/16,2021.0,1
980,inshadow,推,沒奶子 懷孕生子奶頭又黑又扁很倒胃口的,02/06,2022.0,2
981,saygogo,推,宏樹,03/23,2022.0,0
982,knives,→,魚，然後一直保底,02/16,2022.0,0
983,EVASUKA,推,:,10/31,2019.0,0
984,fim,推,他只是個孩子啊!!有什麼事情衝著我來!,12/07,2022.0,0
985,ppnow,→,手臂粗的像電線桿，腰粗的像橋墩,01/24,2022.0,1
986,kmkr122719,→,女性確實較少會練腿 因為不想讓腿變粗,09/05,2021.0,0
987,sweetantt,推,猴形身材,09/15,2021.0,2
988,panny2010,推,越長越醜，還沒奶誰要看,06/27,2022.0,2
989,poqwiuer,→,人家魔獸才不是台灣那種瘦皮猴,11/10,2022.0,2
990,Kelvinchen,噓,沒奶有屁股叫身材好，是不是在臭?,08/17,2022.0,2
991,losec0614,推,錢,02/23,2022.0,0
992,firemothra,→,不思議的,12/08,2022.0,0
993,save,→,攤在公園角落 瘦巴巴的 想拿東西給他吃,09/01,2021.0,2
994,bill403777,噓,統統才是被家暴的那個，肥婆會丟衛生,11/30,2021.0,1
995,vy8824,推,沒奶子,10/09,2021.0,2
996,rp20031219,推,醜又沒奶還只會哭就滾,10/07,2021.0,2
997,kululualex,→,他給的薪水應該請不起什麼有能力的大,05/06,2022.0,0
998,LBJ23,噓,敢她馬的塔綠班胖子,03/04,2022.0,1
999,CasinoRoyale,推,煎茶,04/26,2022.0,0
1000,coffee112,→,瘦皮猴 還是要有點肉 才會撐起來有感,05/31,2022.0,2
1001,nakayamayyt,→,哈哈 龍妹就不會被強姦的意思,02/14,2022.0,1
1002,Makubex82,推,又肥又醜 這個跳過,12/02,2022.0,1
1003,josLynYa,→,龍妹奶大看了也還是噁,10/23,2022.0,1
1004,etiennechiu,→,↑她這腿好可怕，骷髏人嗎,12/09,2021.0,2
1005,ryo1008,推,沒有 改餓死在牢裡,04/09,2022.0,0
1006,kawazakiz2,→,他們會森77說變成瘦皮猴就有腹肌啦,04/12,2022.0,2
1007,dick929,→,龍妹發個廢文附張圖，立刻刷到爆文,05/15,2022.0,1
1008,tamynumber1,→,牽拖別人最會,12/20,2022.0,0
1009,ptt987654321,推,覺青還真的會怪台灣人太浪費電喔,01/13,2022.0,0
1010,YuXun2021,推,龍妹才要騎機車做外送，正妹都有汽車接,10/12,2021.0,1
1011,fatjanice,推,肥婆,05/03,2022.0,1
1012,www8787,→,主要是太肥婆惹 先減肥葛30公斤再來看看,01/10,2022.0,1
1013,mercedeces,推,89都這種身材阿,11/04,2022.0,2
1014,rayes,推,肥婆沒被關到死 真是國家不幸,02/24,2022.0,1
1015,cookiecloud,噓,扁奶滾啦幹,07/29,2022.0,2
1016,EGOiST40,噓,鳥仔腳又不好看==,08/15,2022.0,2
1017,cena0605,→,被騙這麼久== 記得配養樂多,08/27,2022.0,0
1018,superbabaya,推,:能讓CPU變成量子電腦就好了.... 講好多看不懂 哈,10/02,2011.0,0
1019,c871111116,→,太屌了.........,11/26,2014.0,0
1020,yeltek,噓,肥婆神棍的話一般都用哪裏看人?,09/22,2022.0,1
1021,henokoi,推,因為手指太肥短了所以月亮其實沒有發現,09/20,2021.0,1
1022,ddtkqoo78,推,T就8+9啊 一個樣瘦巴巴沒奶又要跟人家,11/18,2022.0,2
1023,commandity,→,在nfl眼中nba都是瘦皮猴,06/27,2022.0,2
1024,hoha1111,推,好的 樓上塔綠班 四個同意,12/16,2021.0,0
1025,TaiwanKimchi,→,錯了,03/09,2022.0,0
1026,DirkMavs,推,這種腿才棒 當然練結實更好 一堆鳥仔腳,02/12,2022.0,2
1027,flux,推,:689+公務員，ㄏㄏ,11/22,2013.0,0
1028,b199059x,→,伙食差當然每個瘦不拉雞黑乾瘦看起來像,10/16,2021.0,2
1029,cookiecloud,噓,扁奶滾啦幹,03/04,2022.0,2
1030,ffxx,推,躺著選都會贏 誰屌你納稅錢,05/05,2022.0,0
1031,jeffmao5566,噓,我有猜到 給噓,01/12,2022.0,0
1032,zakijudelo,→,反觀台灣還在獨裁統治，逼全民戴口罩,03/10,2022.0,0
1033,arch20161219,噓,平民生小孩可恨 為了滿足人生成就小,01/21,2022.0,0
1034,kilmo,推,沒啥好笑的吧，日本一堆老頭肥肚噁男優,12/08,2021.0,1
1035,MaBumblerQQ,→,沒掛 沒奶子 滾一邊去,05/30,2022.0,2
1036,c4658860,噓,說肥宅變胖就沒事，死母豬台女,06/18,2022.0,1
1037,MaBumblerQQ,推,肥婆,10/22,2021.0,1
1038,chinapig,推,標準台女身材 瘦到看起來像非洲難民 你,11/26,2021.0,2
1039,Esnar,噓,Po這三小我要看肥婆,01/05,2022.0,1
1040,DASHOCK,→,肥婆 閃靈,09/13,2021.0,1
1041,Urakaze,推,現在都一堆人會對紙片人發情了，羞辱老,05/04,2022.0,2
1042,kria5304,→,打個鬼 去告好嗎,09/29,2022.0,0
1043,hosen,→,搞到政府獲利千億？,04/25,2022.0,0
1044,WaWa3,推,沒奶子,10/03,2022.0,2
1045,suikanta,推,打開你原本選的門以外的另一扇門，裡面,10/14,2022.0,0
1046,MyKal1001,推,醜就算了 一堆胖子真的看不下去,07/29,2022.0,1
1047,piece1,→,講醜都沒事了！講胖會有事？,06/11,2022.0,1
1048,pswen,推,老闆娘到底是煮給誰吃？全家都瘦巴巴結果,04/11,2022.0,2
1049,elzohar,→,瘦不拉基是要怎麼跟人打,11/10,2021.0,2
1050,zeroyaking,→,後面也靈氣全失 臉型消瘦到像骷髏頭,09/10,2021.0,2
1051,henryhao,推,我喜歡紙片人，兄弟,08/28,2022.0,2
1052,cmcmcmcm2,→,呵呵 合法灑錢 養飽自己人 謝謝指教,08/27,2022.0,0
1053,Kultivient,推,台女扁奶有什麼好看 拍給甲甲客戶？,12/13,2021.0,2
1054,nekoares,→,對啊，忠仔人很好很古意，為啥要咒他死?,03/16,2022.0,0
1055,Leo4891,→,看影片...8+9瘦皮猴一個..警察還壓不住,10/07,2021.0,2
1056,hyakkiyagyo,噓,醜死 沒奶去死,08/16,2022.0,2
1057,ShotOnWall,噓,女神？？？以前就奶大 後來瘦了就沒奶,04/21,2022.0,2
1058,taurus512,→,肥婆了,10/13,2021.0,1
1059,purine5566,推,不要取胖的 很醜 又很貪婪==,05/14,2022.0,1
1060,amare1015,→,還他嗎想給人掉路燈 就你那瘦皮猴的鳥,09/02,2022.0,2
1061,wn7158,噓,這樣才是剛好，太瘦，撞到骨盆超痛,09/01,2022.0,2
1062,StylishTrade,→,龍妹就應該AA,02/02,2022.0,1
1063,ismugi,推,噁男 那麼胖還要在別人身上蹭殺小,03/06,2022.0,1
1064,tim1112,→,敬,09/10,2022.0,0
1065,lawstone,→,錢買不到正義跟老子不願意！,11/03,2021.0,0
1066,oliver81405,噓,笑死已經變成肥婆了,03/08,2022.0,1
1067,eleon,推,鍵盤柯南,08/14,2014.0,0
1068,colan8,→,沒才藝 要整也太慢整 又沒奶....,09/18,2022.0,2
1069,eddisontw,推,瘦皮猴,04/17,2022.0,2
1070,wolver,噓,鳥仔腳,05/25,2022.0,2
1071,loveYZH,推,媽，我在這（先卡一個,02/17,2019.0,0
1072,flyinmagic,→,他想要打成八年抗戰也行,06/04,2022.0,0
1073,sweet2624,推,珊珊加油！！！,11/25,2022.0,0
1074,leocean9816,噓,瘦成骨灰再說,06/09,2022.0,2
1075,aggressorX,推,幹 自己癡肥怪男友太醜,06/23,2022.0,1
1076,derrick1220,→,淦0梁這醜女肥婆滾辣操,12/21,2021.0,1
1077,lulocke,推,下半身肥婆的話 不行,01/05,2022.0,1
1078,crimson11,→,了只能生出醜龍妹 醜龍妹一輩子沒人要,09/03,2021.0,1
1079,peter0825,→,今天肥宅或龍妹躺在路上 明天就結冰了,02/14,2022.0,1
1080,vdml,→,腿很粗吧 不符合鳥腿網美的型,05/21,2022.0,1
1081,slimu0001,推,黑道8＋9一堆瘦皮猴，會有力氣拉弓,08/26,2021.0,2
1082,jeff0811,推,看看那個肥肚子,09/23,2022.0,1
1083,blueberrypie,推,現在看到標題律師都直覺想到他,12/19,2022.0,0
1084,nadleeh,→,以前那種鳥仔腳真的有點病態,09/01,2022.0,2
1085,pondaha,噓,快點告啊，不要整天在政論節目辦案,06/28,2022.0,0
1086,hydra3179,→,因為肥宅沒趴好開,12/11,2021.0,0
1087,azrael1011,推,都已經很瘦了 是打算把骨頭也剪掉？,10/02,2022.0,2
1088,kamichu,推,學怪奇物語的哦,09/17,2022.0,0
1089,aa01081008tw,推,大家沒忘記阿嬤有陣子被說是地下指,09/23,2022.0,0
1090,eusttass,→,瘦皮猴老輝仔,09/04,2021.0,2
1091,alloc,噓,沒破百都是瘦皮猴,11/27,2021.0,2
1092,knight0123,推,"每種能源都有好有壞,我們只能在當中選",12/09,2021.0,0
1093,lionsss,推,沒奶子,09/11,2021.0,2
1094,NSRC,→,"看過現場ＣＣＲ,矮秃肥老醜窮包莖洋人都贏你",06/03,2022.0,1
1095,x7834210,推,長的醜又肥又窮就要有自知之明 躺平爽歪,10/25,2021.0,1
1096,milkBK,→,正常吧 長跑都瘦不拉機,11/14,2021.0,2
