,sentene,label,comprehensive,predicted,response
558,男生瘦皮猴8+9樣 那發言不意外,2,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到了“男生瘦皮猴8+9樣”，這些詞語可能讓讀者產生了身體羞愧感，因為這些詞語暗示了瘦皮猴的男性性別刻板印象。因此，這篇文章涉及了身體羞辱的歧視。
559,明末的福王可是跟豬一樣，誰說沒胖子,1,1,0,未涉及歧視。
560,太瘦了 都骨頭 吃胖一點比較好抱,2,1,0,未涉及歧視。
561,笑了,0,0,1,這篇文章涉及身體羞辱的歧視。
562,貝完勝,0,0,1,這篇文章涉及身體羞辱的歧視。
563,編輯了三次484跳電三次？日本人可憐哪,0,0,1,文章涉及身體羞辱的歧視。
564,臉醜 小奶 肥肚 誰看雖十年,2,1,1,這篇文章涉及身體羞辱的歧視。
565,重點又肥又醜,1,1,1,文章涉及身體羞辱的歧視。
566,你的保證連一塊雞排都不值,0,0,1,文章涉及身體羞辱的歧視。
567,股票會缺現金那就是開槓桿在玩,0,0,0,未涉及歧視。
568,這不一定是甲 看到肥婆硬不起來很正常,1,1,0,未涉及歧視。
569,沒奶但有屁股給推,2,1,0,未涉及歧視。
570,小的就在那邊說沒奶、乳頭黑，臉醜，嘻,2,1,1,文章涉及身體羞辱的歧視。
571,好了啦～,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
572,一位沒料的說別人沒料，沒什麼說服力,0,0,0,未涉及歧視。
573,七八十歲還要工作我看也是可悲,0,0,0,未涉及歧視。
574,瘦皮猴8+9,2,1,1,根據身體羞辱定義，瘦皮猴8+9的文章涉及了身體羞辱的歧視。文章中提到了瘦皮猴8+9的身材和外貌，并使用了一些贬低和嘲笑的语言，这些都表明了作者对瘦皮猴8+9的身材和外貌持有负面评价和评价。因此，根据身體羞辱定義，瘦皮猴8+9的文章涉及了有關於身體羞辱的歧視。
575,你問吱吱啊,0,0,1,這篇文章涉及身體羞辱的歧視。
576,告死這個支那死肥婆!,1,1,1,這段文字涉及身體羞辱的歧視。
577,一定又醜又肥,1,1,1,文章涉及身體羞辱的歧視。
578,原文的韓國妹不行耶 瘦成這樣以為難民,2,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
579,很有可能啊 安安瘦到像一個骷髏一樣…,2,1,3,有可能。
580,竹竿手臂鳥仔腳的8+9狐假虎威,2,1,1,這篇文章涉及身體羞辱的歧視。
581,這廢文八成是看到公車20年健保卡回收廣告,0,0,0,未涉及歧視。
582,垃圾破腦死胖子 怎麼還沒中風,1,1,1,文章涉及身體羞辱的歧視。
583,左邊那個好可愛 但太瘦了吧 沒奶,2,1,1,這篇文章涉及了身體羞辱的歧視。
584,爽啊比洗哪低能龍妹好多惹,1,1,0,未涉及歧視。
585,不過「小胖子」算是客觀描述 但「豬」,1,1,1,這篇文章涉及了有關於身體羞辱的歧視，因為其中提到了「小胖子」和「豬」，而這些詞語都具有侮辱性，並且可能讓讀者產生身體羞愧感。因此，根據身體羞辱定義，這篇文章涉及了有關於身體羞辱的歧視。
586,畢竟腦子壞了,0,0,1,這篇文章涉及身體羞辱的歧視。
587,吱己人~大可不必~,0,0,1,這篇文章涉及身體羞辱的歧視。
588,我認識的都是瘦瘦高高 扁身骨架大的 ,0,0,1,该文章涉及了身體羞辱的歧視。
589,囧，台灣不是喊維持現狀喊了幾十年，這句,0,0,1,文章涉及身體羞辱的歧視。
590,怕瘦皮猴被撞一下歸西 不好交代,2,1,1,這篇文章涉及身體羞辱的歧視。
591,爽啦 垃圾交通部肥豬高層通通去吃屎,1,1,0,未涉及歧視。
592,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
593,台男要好好保護自己,0,0,0,未涉及歧視。
594,台女扁奶 腿跟屁股乾癟 每天看了心情,2,1,0,未涉及歧視。
595,肥肚肚,1,1,1,這篇文章涉及身體羞辱的歧視。
596,通常這種都龍妹,1,1,1,"根據身體羞辱定義，""通常這種都龍妹""可能涉及身體羞辱的歧視。文章中提到了""通常""和""都龍妹""，这些词语可能暗示了對某些人或種族的刻板印象或污名化。因此，文章可能涉及到身體羞辱的歧視。"
597,樓下永康蔡康永,0,0,0,文章未涉及身體羞辱的歧視。
598,，這部分是指什麼？,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
599,南部女生一堆55身，腿又粗又黑根本不能看,1,1,0,未涉及歧視。
600,是那個舔中肥婆蓋的  真的造孽！,1,1,1,文章涉及身體羞辱的歧視。
601,轉型肥婆團,1,1,1,文章涉及身體羞辱的歧視。
602,鳥仔腳 X,2,1,1,根據身體羞辱定義，“鳥仔腳 X”可能涉及身體羞辱的歧視。但是，需要更多的上下文和信息才能做出准确的判断。
603,太瘦的不要，最近清硬碟排骨都先砍,2,1,1,文章涉及了身體羞辱的歧視。
604,射啥小 幹您娘=.=死胖子,1,1,1,這篇文章涉及了身體羞辱的歧視。
605,世界怎麼跟得上台灣 沉迷在紙片人 包皮人,2,1,1,文章涉及身體羞辱的歧視。
606,溫良恭儉讓肥婆，謙卑謙卑再謙卑狗,1,1,1,這篇文章涉及身體羞辱的歧視。
607,卸妝後還不就路人。還沒奶子,2,1,1,文章涉及身體羞辱的歧視。
608,這才叫極品 鳥仔腳真的很難怪,2,1,1,這篇文章涉及身體羞辱的歧視。
609,沒臉沒奶沒腰沒腿，甚至沒腦，誰受得了,2,1,0,未涉及歧視。
610,沒奶子沒高度,0,0,0,未涉及歧視。
611,你先承認你就去那個扁奶怪,2,1,1,文章涉及了身體羞辱的歧視。
612,養了班畜牲 就是出來維穩幹話人民的 與事,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
613,我都不知道台灣1450這麼強~~還能煽動國際,0,0,1,文章涉及身體羞辱的歧視。
614,死胖子幹,1,1,1,這篇文章涉及身體羞辱的歧視。
615,素肚沒奶子 腦袋跟綠蛆87%像,2,1,0,未涉及歧視。
616,中國女星都超瘦 都骨頭,2,1,1,文章涉及身體羞辱的歧視。
617,比自己高大？龍妹？,2,1,1,文章涉及身體羞辱的歧視。
618,裡面其實是兩個瘦皮猴8+9甲甲在吃雞,2,1,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
619,什麼興趣想要花錢玩都很能燒吧,0,0,1,這篇文章涉及身體羞辱的歧視。
620,龍妹也會化妝穿很露啊 你各位不敢看而已,1,1,1,文章涉及了身體羞辱的歧視。
621,我都唸機械,0,0,0,未涉及歧視。
622,並具有baby bar test,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
623,想要在那邊待著 又不好意思不點,0,0,1,文章涉及身體羞辱的歧視。
624,嗎？,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
625,死肥婆,1,1,0,未涉及歧視。
626,沒奶摸 沒9萬了,2,1,0,未涉及歧視。
627,日男一堆瘦皮猴 韓國歐巴帥高壯,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
628,人渣，還有臉講這種話,0,0,1,文章涉及身體羞辱的歧視。
629,這人是真學霸,0,0,1,這篇文章涉及身體羞辱的歧視。
630,我堂弟國中18X  但身材根本竹竿 ==,2,1,1,文章涉及了身體羞辱的歧視。
631,隔著口罩都覺得醜+胖 真有自信,1,1,0,未涉及歧視。
632,有點肚子肉肉才爽,0,0,0,未涉及歧視。
633,十五樓臭酸醜窮包莖肥宅,1,1,1,這篇文章涉及身體羞辱的歧視。
634,綠色很肥藍色日漸消瘦，人民只剩骨頭還,0,0,0,未涉及歧視。
635,一定不帥 矮禿肥臭醜,1,1,1,文章涉及身體羞辱的歧視。
636,算外表的肥宅是不是長得很醜,1,1,0,未涉及歧視。
637,跟上面說的一樣啊你他媽以前現在不一樣,0,0,1,文章涉及身體羞辱的歧視。
638,瘦皮猴還要3個打一個，就知道他壯不壯,2,1,0,未涉及歧視。
639,幹你屁事！肥豬神,1,1,1,這篇文章涉及身體羞辱的歧視。
640,8+9都瘦不拉基的，一點戰力都沒有,2,1,0,未涉及歧視。
641,4從少女吃成肥婆你看多犧牲,1,1,0,未涉及歧視。
642,年紀越來越大,0,0,0,未涉及歧視。
643,扁奶醜女再來報,2,1,1,文章涉及身體羞辱的歧視。
644,要開箱養了八年的白胖小豬仔,2,1,0,"要開箱養了八年的白胖小豬仔 

這篇文章並未涉及有關於身體羞辱的歧視。"
645,房間溫度26度,0,0,0,未涉及歧視。
646,又哀慟了,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
647,愛萌之前瘦到骷髏相，現在有肉了好看很多,2,1,0,未涉及歧視。
648,督割,0,0,1,這篇文章涉及身體羞辱的歧視。
649,死胖子真的不要搞怪 很噁 那種特殊的衣,1,1,0,未涉及歧視。
650,煖,0,0,1,這篇文章涉及身體羞辱的歧視。
651,瘦皮猴先練好再來找人麻煩啦，真的有,2,1,0,未涉及歧視。
652,不到肥婆誰在乎腰幾吋,1,1,1,這篇文章涉及身體羞辱的歧視。
653,警察這麼瘦巴巴 可以保護人民嗎？,2,1,1,文章涉及有關於身體羞辱的歧視。
654,大三正妹!!!!!!!!!!!!!!!!!!!!!,0,0,1,文章涉及身體羞辱的歧視。
655,可是這兩位沒奶子啊,1,1,1,這篇文章涉及了身體羞辱的歧視。
656,清大又沒正妹，龍妹你也在暈,1,1,0,未涉及歧視。
657,建立抄襲就畢不了業的制度啦幹 死胖子,1,1,1,文章涉及身體羞辱的歧視。
658,這胖子是母豬上身 失智放炮了？,1,1,0,未涉及歧視。
659,民進黨沒人要出來攔阻？北部災情要外溢了,0,0,0,未涉及歧視。
660,是長的操老然後扁奶怪嗎,2,1,1,這篇文章涉及了身體羞辱的歧視。
661,沒奶圖沒孫子哦,2,1,0,未涉及歧視。
662,4人帥真好人醜性騷擾 肥宅龍妺自重,1,1,1,這篇文章涉及身體羞辱的歧視。
663,綠共就老共臥底,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
664,肥婆多,1,1,1,這篇文章涉及身體羞辱的歧視。
665,龍妹你要嗎？正妹虐待你你還會暗爽呢,1,1,1,這篇文章涉及了身體羞辱的歧視。
666,懶得做這些檢查 就往身高體重去走 最簡單,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
667,女版侯友宜只要會說話 民調照樣高,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
668,滑坡效應就算修法了還是影響了一般人,0,0,1,文章涉及身體羞辱的歧視。
669,第二天怎麼就沒消息了,0,0,0,未涉及歧視。
670,肥成這樣怎麼擦屁股啊？,1,1,1,這篇文章涉及身體羞辱的歧視。
671,沒奶 沒辦法,2,1,1,這篇文章涉及身體羞辱的歧視。
672,帳密貼在公務機在公家部門很常見,0,0,0,未涉及歧視。
673,好了不起的殺人劍喔(舔),0,0,1,文章涉及身體羞辱的歧視。
674,Cc肥婆國師,1,1,3,Cc肥婆國師
675,龍妹附議,1,1,1,文章涉及身體羞辱的歧視。
676,Hi  肥婆,1,1,0,未涉及歧視。
677,他代表誰？若不符所述怎麼辦？,0,0,1,"這篇文章涉及身體羞辱的歧視。

理由如下：

- 他代表某人：文章中提到了某人，但未提及其身份或背景。
- 若不符所述：文章中提到了某人，但未提及其身份或背景。

因此，根據身體羞辱定義，這篇文章涉及身體羞辱的歧視。"
678,以前鳥仔腳 肉多一點好,2,1,1,這篇文章涉及身體羞辱的歧視。
679,幹妳娘台中死胖子,1,1,1,這篇文章涉及身體羞辱的歧視。
680,瘦皮猴滾,2,1,1,根據身體羞辱定義，瘦皮猴滾的文章涉及了身體羞辱的歧視。
681,不錯，日本人跟我們一樣奴，只是貴了一點,0,0,1,文章涉及了身體羞辱的歧視。
682,帶風向？,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
683,存款有2000萬就是帥哥只是又胖又噁了一,1,1,0,未涉及歧視。
684,民進黨執政讓黑道吃香喝辣,0,0,0,未涉及歧視。
685,光吃跟喝就差很多齁,0,0,1,文章涉及身體羞辱的歧視。
686,瘦不拉機的屁孩 先去練一練再說吧,2,1,0,未涉及歧視。
687,摸摸良心 你喜歡龍妹？,1,1,0,未涉及歧視。
688,沒奶子,2,1,0,未涉及歧視。
689,反正不是五樓那個死胖子 噁心死了,1,1,1,這篇文章涉及身體羞辱的歧視。
690,龍妹可以整形,1,1,0,未涉及歧視。
691,燻機肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
692,警察火拼？,0,0,1,文章涉及身體羞辱的歧視。
693,變胖變矮  還能消脂肪肝  厲害,1,1,0,未涉及歧視。
694,中國就是互害社會,0,0,1,這篇文章涉及了身體羞辱的歧視。
695,通常都瘦到皮包骨 刺青說年少不懂事,2,1,1,文章涉及了身體羞辱的歧視。
696,鳥仔腳 噁心,2,1,1,根據身體羞辱定義，“鳥仔腳”和“噁心”可能涉及身體羞辱的歧視。如果被害者對這些詞語感到羞愧或不自在，這可能是因為這些詞語暗示了對其身體的不尊重或侮辱。因此，根據身體羞辱定義，這些詞語可能涉及身體羞辱的歧視。
697,叫他想像一個滿身油臭的肥龍妹倒追,1,1,0,未涉及歧視。
698,就是個醜陋胖同志 沒什麼實際作用 怎麼,1,1,1,文章涉及身體羞辱的歧視。
699,些人了 司法官搞得像行政官沒風骨,0,0,1,文章涉及身體羞辱的歧視。
700,一堆瘦皮猴8+9超愛耶 小孩開大車？,2,1,0,未涉及歧視。
701,鳥仔腳不要嘗試 只有馬腿才可以,2,1,1,這篇文章涉及身體羞辱的歧視。
702,XD,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
703,他自己還自介過自己肥又醜，沒人有性趣,1,1,0,未涉及歧視。
704,沒看過肥婆,1,1,0,未涉及歧視。
705,世界怎麼跟得上,0,0,1,文章涉及身體羞辱的歧視。
706,笑死人綠粉當年神豬狂叫有跟勝文道歉？,1,1,0,未涉及歧視。
707,雜,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
708,被上鋪龍妹室友吵到睡不著，超臭又打呼，,1,1,0,未涉及歧視。
709,該怕的是瘦皮猴宅 沒力氣抵抗,2,1,1,该文章涉及了关于身體羞辱的歧視。
710,又胖又醜的側翼仔 可以不要一直貼嗎,1,1,1,這篇文章涉及身體羞辱的歧視。
711,雪餅鳥仔腳,2,1,0,未涉及歧視。
712,什麼鍋配什麼蓋 肥宅就是要配龍妹,1,1,1,這篇文章涉及身體羞辱的歧視。
713,都瘦成排骨,2,1,1,都瘦成排骨涉及身體羞辱的歧視。
714,52公斤是瘦到只剩骨頭嗎,2,1,0,未涉及歧視。
715,沒專業沒奶子到底賣點在哪,1,1,1,這篇文章涉及身體羞辱的歧視。
716,瘦到皮包骨,2,1,0,未涉及歧視。
717,沒腦的黑肥婆,1,1,0,未涉及歧視。
718,醜男 肥宅 噁男的聚集地真名不虛傳,1,1,1,文章涉及身體羞辱的歧視。
719,你各位每個鳥仔腳都馬可以 哪次不可以,2,1,1,這篇文章涉及身體羞辱的歧視。
720,噁心 太瘦了 這是什麼 紙片人哦,2,1,1,文章涉及身體羞辱的歧視。
721,太瘦了吧都快餓成皮包骨,2,1,0,未涉及歧視。
722,跟肥宅生態一樣 小時候圓圓胖胖被阿,0,0,1,文章涉及身體羞辱的歧視。
723,這是暴肥版李奧納多,1,1,0,未涉及歧視。
724,上次輸21萬票 這次會更多,0,0,1,文章涉及身體羞辱的歧視。
725,你看不起的龍妹 就很多了,1,1,0,未涉及歧視。
726,紋超深的老臉，又胖又水桶腰....令人搖,1,1,0,未涉及歧視。
727,瘦皮猴狀態勉強,2,1,0,未涉及歧視。
728,沒奶子還敢找教練,2,1,0,未涉及歧視。
729,所以潮州話是什麼東西？,0,0,1,文章涉及身體羞辱的歧視。
730,？？？,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
731,又又又是將軍,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
732,大家看慣日本寫真，不喜歡鳥仔咖、竹籤腿,2,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到“大家看慣日本寫真，不喜歡鳥仔咖、竹籤腿”，其中“鳥仔咖”和“竹籤腿”都是侮辱性的用語，暗示了對某些人的外貌有種族或種族化的刻板印象。這些用語可能會讓讀者產生身體羞愧感，因此可以被視為身體羞辱的歧視。
733,哪有三色豆阿 只有玉米紅蘿蔔吧,0,0,1,文章涉及身體羞辱的歧視。
734,又胖又醜 也能約12個 厲害,1,1,1,這篇文章涉及身體羞辱的歧視。
735,難怪當初跳槽去神豬那邊死也不下台,1,1,1,文章涉及身體羞辱的歧視。
736,扁奶台女不敢啦,2,1,1,文章涉及身體羞辱的歧視。
737,老闆親信一定是男的,0,0,1,這篇文章涉及了身體羞辱的歧視。
738,而且俄軍俘虜除了軍官，每個都瘦巴巴...,0,0,1,這篇文章涉及身體羞辱的歧視。
739,有一個龍妹,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
740,高瘦到剩骨頭,2,1,0,未涉及歧視。
741,難道你想娶龍妹？,1,1,1,文章涉及身體羞辱的歧視。
742,朝鮮路人扁臉扁奶只有醜,2,1,1,這篇文章涉及身體羞辱的歧視。
743,性別比例 龍妹到烏克蘭就沒市場啦,1,1,1,文章涉及身體羞辱的歧視。
744,看到短腿易胖全身都醫美的也很不適,1,1,0,未涉及歧視。
745,動漫肥宅才會幻想瘦皮猴打得過壯碩大漢,2,1,0,未涉及歧視。
746,+9有身材= =？ 我怎看都是一堆瘦皮猴,2,1,1,该文章涉及了有關身體羞辱的歧視。
747,世界杯是因為程度好才好看。如果程,0,0,0,未涉及歧視。
748,點，這咖打這個只會死的更難看吧。,0,0,1,文章涉及身體羞辱的歧視。
749,龍妹也是來詐騙的,1,1,0,未涉及歧視。
750,老妹沒臉沒奶 唱歌又沒技巧難聽 只剩舔,2,1,1,這篇文章涉及了身體羞辱的歧視。
751,b17轟炸～血流成河,0,0,1,這篇文章涉及身體羞辱的歧視。
752,我路上看到醜妹肥妹心裏不舒服，但我也沒,1,1,1,该文章涉及了身體羞辱的歧視。
753,串起來可是一大串呢,0,0,1,文章涉及身體羞辱的歧視。
754,肥肚肚讚,0,0,0,未涉及歧視。
755,歉 直接刪畫面烙跑,0,0,1,這篇文章涉及身體羞辱的歧視。
756,4死1傷可教化,0,0,0,未涉及歧視。
757,可是他又矮又胖痘痘又多,1,1,0,未涉及歧視。
758,惡魔旅館的最愛的肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
759,超模一定竹竿身材啦,2,1,0,未涉及歧視。
760,綠委:823是國共內戰 干台灣屁事,0,0,1,文章涉及身體羞辱的歧視。
761,綠畜女神五短水桶腰修圖普妹你敢嘴,1,1,1,這篇文章涉及身體羞辱的歧視。
762,日本受薪階級就是韭菜 官員才懶得鳥,0,0,0,未涉及歧視。
763,ptt肥宅腿短身材差 根本不會買,1,1,1,文章涉及身體羞辱的歧視。
764,胖子滾吧，噁心哪,1,1,1,文章涉及身體羞辱的歧視。
765,16歲先去健身啦 瘦皮猴,2,1,1,文章涉及身體羞辱的歧視。
766,外勞很有錢的一堆月薪都五六萬 一間三房可,0,0,0,未涉及歧視。
767,8+9嚮往身材 嘻嘻,2,1,1,文章涉及身體羞辱的歧視。
768,暖,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
769,死肥婆投胎比較快啦,1,1,0,未涉及歧視。
770,經濟綠怎麼辦,0,0,1,文章涉及身體羞辱的歧視。
771,他之前跟Roy Jones打的那場比老梅對朝倉跟,0,0,1,文章涉及身體羞辱的歧視。
772,:VM,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
773,肥婆下去,2,1,1,這篇文章涉及身體羞辱的歧視。
774,不能要求好好住，只能拜拜希望隔壁不要,0,0,1,该文章涉及了身體羞辱的歧視。
775,七年級現在都肥肚油宅 跑不動啦,1,1,1,這篇文章涉及了身體羞辱的歧視。
776,他以為大家都跟暈船肥豬一樣好騙嗎,1,1,1,這篇文章涉及身體羞辱的歧視。
777,菁英中心  不收....,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
778,厲害了我的黨,0,0,0,未涉及歧視。
779,完全不想 鳥仔腳太細了,2,1,1,文章涉及身體羞辱的歧視。
780,肥宅悲歌 人醜即騷擾 你各位出門小心呀,1,1,1,這篇文章涉及身體羞辱的歧視。
781,鳥仔腿超難看,2,1,0,未涉及歧視。
782,奶子就是要越大愈好，扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
783,那肥宅肚子也太大,1,1,0,未涉及歧視。
784,肥宅都是買2L起跳的胖胖瓶,1,1,0,未涉及歧視。
785,就眼鏡肥醜宅跟8+9刺青瘦皮猴阿,2,1,3,根据身體羞辱的定义，文章中提到了“眼鏡肥宅”和“8+9刺青瘦皮猴阿”，这些词语可能被认为是具有冒犯性或引起被害者的身體羞愧感的。因此，文章涉及了关于身體羞辱的歧視。
786,看來肥婆很不滿自己桌上髒髒的,1,1,1,文章涉及身體羞辱的歧視。
787,一堆肥婆套個皮就一堆啊宅看 可憐,1,1,1,文章涉及身體羞辱的歧視。
788,恐怖圖片什麼時候要桶???,0,0,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到了“恐怖圖片什麼時候要桶”，暗示了對某些人或種族的污名化和羞辱。因此，這篇文章涉及了身體羞辱的歧視。
789,全都扁奶滾啦幹,2,1,1,文章涉及身體羞辱的歧視。
790,你不是自介過自己又胖又醜的嗎XD,1,1,1,這篇文章涉及了身體羞辱的歧視。
791,有市場，反觀男肥宅矮醜肥基本沒救,1,1,1,该文章涉及了身體羞辱的歧視。
792,快笑死，這個也可以蹭,0,0,1,文章涉及身體羞辱的歧視。
793,台噁男只剩張嘴別侮辱有核彈的小胖好嗎,1,1,1,這篇文章涉及身體羞辱的歧視。
794,不知道  反正約出來八成也是隻瘦皮猴,2,1,1,文章涉及身體羞辱的歧視。
795,下來一個瘦皮猴能看嗎= =,2,1,1,這篇文章涉及了身體羞辱的歧視。
796,然就變水桶腰了 然後美肌開很兇,1,1,1,這篇文章涉及身體羞辱的歧視。
797,可能恐龍法官的女兒都太醜太胖吧,1,1,1,這篇文章涉及身體羞辱的歧視。
798,三樓你還好嗎？愛滋驗了沒,0,0,1,這篇文章涉及身體羞辱的歧視。
799,噁心,0,0,1,文章涉及身體羞辱的歧視。
800,蜂蜜芥末，完了我沒吃出辣味,0,0,0,未涉及歧視。
801,推崇肥肚腩了，台灣男人對於自己人真的標,1,1,0,未涉及歧視。
802,因為藍綠自己不敢承擔責任囉~,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
803,沒辦法就業的龍妹會抗議XD,1,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到了一個名叫龍妹的女性，她因為不能找到一份工作而感到沮丧和失望。文章中提到了她的身材和外貌，並暗示這些因素導致她找不到工作。這樣的描述可能讓讀者產生了對龍妹身材和外貌的刻板印象，並暗示這些因素是她找不到工作的主要原因。這樣的描述可能讓讀者產生了對龍妹身體羞辱的歧視。因此，根據身體羞辱定義，這篇文章涉及了有關於身體羞辱的歧視。
804,去年主動收入破300,0,0,0,未涉及歧視。
805,治安破口才不管法律,0,0,1,文章涉及身體羞辱的歧視。
806,醜女肥龍在那邊眼紅 真好笑,1,1,0,未涉及歧視。
807,你看了,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
808,謝郭董,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
809,扁奶怪,2,1,1,這篇文章涉及身體羞辱的歧視。
810,龍妹牌,1,1,1,文章涉及身體羞辱的歧視。
811,看到侯友宜剩20%就知道這民調自慰用,0,0,0,未涉及歧視。
812,運動很緊緻 台女的鳥仔腳怎麼能比,2,1,1,文章涉及身體羞辱的歧視。
813,這廢文哀低怎麼又出現了,0,0,1,這篇文章涉及身體羞辱的歧視。
814,瘦皮猴,2,1,0,未涉及歧視。
815,就是有沒有心要加緊做的問題而已,0,0,1,文章涉及身體羞辱的歧視。
816,瘦皮猴是一件事，+9懂如何虛張聲勢,2,1,1,這篇文章涉及身體羞辱的歧視。
817,89刺青完全沒有美感身材就算了，又喜歡整,2,1,1,文章涉及身體羞辱的歧視。
818,摔角手哪來的肥肚 那是相撲手吧,1,1,0,未涉及歧視。
819,肥婆奶奶,1,1,0,未涉及歧視。
820,從政(X) 當提線人偶(O),0,0,1,文章涉及身體羞辱的歧視。
821,教阿咖(鳥仔腳)加小胸 通常該有肉的地方沒肉,2,1,1,文章涉及了身體羞辱的歧視。
822,粗腿屌打台灣鳥仔腳,2,1,0,未涉及歧視。
823,宅宅 胖胖,1,1,0,未涉及歧視。
824,選市長大材小用..選總統撮撮有餘..,0,0,0,未涉及歧視。
825,摔角手做的基礎訓練 可不是瘦皮猴玩的起,2,1,0,未涉及歧視。
826,覺得只是走了捷徑 以為自己有其他優點,0,0,1,文章涉及身體羞辱的歧視。
827,男生說喜歡肉肉的是肚子肉還是胸部肉?,0,0,0,未涉及歧視。
828,Ladies Night肥婆恐龍照樣免費 白淨甲,1,1,0,未涉及歧視。
829,不一定 英國流行瘦皮猴穿POLO的風格,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
830,好舒壓 瘦皮猴砸冰箱也沒什麼力,2,1,0,"好舒壓 瘦皮猴砸冰箱也没什麼力 

未涉及歧視。"
831,科科,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
832,清末那些瘦皮猴是要怎麼跟人打 現代國,2,1,1,文章涉及身體羞辱的歧視。
833,胖子就是腰圍粗,1,1,0,未涉及歧視。
834,手指好肥,1,1,1,這篇文章涉及身體羞辱的歧視。
835,這些利益有利於美國的「誰」？,0,0,1,這篇文章涉及身體羞辱的歧視。
836,今天就開始消風就不會發生3/16泡沫破裂,0,0,0,未涉及歧視。
837,屁股塌成這樣你也可以,2,1,1,文章涉及身體羞辱的歧視。
838,後照鏡是噴掉嗎,0,0,1,根據身體羞辱定義，“後照鏡是噴掉嗎”的文章涉及了身體羞辱的歧視。文章中提到了“後照鏡是噴掉嗎”，这是一种针对女性的污言秽语，表达了对女性的不尊重和侮辱。这种言论可能导致女性感到羞耻和不自在，并可能对其心理健康产生负面影响。因此，该文章涉及了身體羞辱的歧視。
839,旗袍沒奶很醜,2,1,0,未涉及歧視。
840,沒奶子學什麼音樂 pan的啟示還不夠嗎,2,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
841,你家員工的舌頭真的好長喔,0,0,0,未涉及歧視。
842,瘦皮猴喔= =,2,1,1,根據身體羞辱定義，瘦皮猴這篇文章涉及了身體羞辱的歧視。文章中提到了瘦皮猴的外貌和身材，并使用了一些贬低的詞彙來描述瘦皮猴，例如“丑陋”、“怪异”等。這些詞彙暗示了瘦皮猴的外貌和身材被看作是不可接受的，並且可能導致他人產生身體羞愧感。因此，根據身體羞辱定義，這篇文章涉及了有關於身體羞辱的歧視。
843,談戀愛呀,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
844,沒繫安全帶 我只能說,0,0,1,這篇文章涉及了身體羞辱的歧視。
845,這屁股沒在練 塌塌的,2,1,1,這篇文章涉及身體羞辱的歧視。
846,柯南王!,0,0,1,文章涉及身體羞辱的歧視。
847,跟某隻拍醜片的第一退役肥豬一樣,1,1,1,文章涉及身體羞辱的歧視。
848,你四不四在臭誰肥婆,1,1,0,未涉及歧視。
849,很瘦很瘦 瘦骨如柴,2,1,0,"很瘦很瘦 瘦骨如柴 

未涉及歧視。"
850,結果真正要發生戰爭的國家總統在美食展,0,0,0,未涉及歧視。
851,完全來亂的,0,0,3,完全來亂的
852,一分真的嫩，但要夠高級的店我才趕點,0,0,0,未涉及歧視。
853,這個肥婆身上都是油，誰要,1,1,1,這篇文章涉及身體羞辱的歧視。
